列车号,服务号,车站,到达,出发,,车站名称,列车编号
G433,32,1,23438,23458,,苹果园,T31
G433,32,2,23658,23688,,古城,T31
G433,32,3,23838,23868,,八角游乐园,T31
G433,32,4,24018,24043,,八宝山,T31
G433,32,5,24163,24198,,玉泉路,T31
G433,32,6,24338,24378,,五棵松,T31
G433,32,7,24513,24548,,万寿路,T31
G433,32,8,24658,24703,,公主坟,T31
G433,32,9,24803,24853,,军事博物馆,T31
G433,32,10,24953,24983,,木樨地,T31
G433,32,11,25103,25130,,南礼士路,T31
G433,32,12,25210,25260,,复兴门,T31
G433,32,13,25380,25424,,西单,T31
G433,32,14,25529,25555,,天安门西,T31
G433,32,15,25645,25673,,天安门东,T31
G433,32,16,25763,25793,,王府井,T31
G433,32,17,25878,25923,,东单,T31
G433,32,18,26033,26078,,建国门,T31
G433,32,19,26198,26228,,永安里,T31
G433,32,20,26313,26358,,国贸,T31
G433,32,21,26478,26523,,大望路,T31
G433,32,22,26666,26696,,四惠,T31
G433,32,23,26816,26816,,四惠东,T31
G433,34,1,23838,23858,,苹果园,T33
G433,34,2,24058,24088,,古城,T33
G433,34,3,24238,24268,,八角游乐园,T33
G433,34,4,24418,24443,,八宝山,T33
G433,34,5,24563,24598,,玉泉路,T33
G433,34,6,24738,24778,,五棵松,T33
G433,34,7,24913,24948,,万寿路,T33
G433,34,8,25058,25103,,公主坟,T33
G433,34,9,25203,25253,,军事博物馆,T33
G433,34,10,25353,25383,,木樨地,T33
G433,34,11,25503,25530,,南礼士路,T33
G433,34,12,25610,25660,,复兴门,T33
G433,34,13,25780,25824,,西单,T33
G433,34,14,25929,25955,,天安门西,T33
G433,34,15,26045,26073,,天安门东,T33
G433,34,16,26163,26193,,王府井,T33
G433,34,17,26278,26323,,东单,T33
G433,34,18,26433,26478,,建国门,T33
G433,34,19,26598,26628,,永安里,T33
G433,34,20,26713,26758,,国贸,T33
G433,34,21,26878,26923,,大望路,T33
G433,34,22,27066,27096,,四惠,T33
G433,34,23,27216,27216,,四惠东,T33
G433,32,1,24238,24258,,苹果园,T35
G433,32,2,24458,24488,,古城,T35
G433,32,3,24638,24668,,八角游乐园,T35
G433,32,4,24818,24843,,八宝山,T35
G433,32,5,24963,24998,,玉泉路,T35
G433,32,6,25138,25178,,五棵松,T35
G433,32,7,25313,25348,,万寿路,T35
G433,32,8,25458,25503,,公主坟,T35
G433,32,9,25603,25653,,军事博物馆,T35
G433,32,10,25753,25783,,木樨地,T35
G433,32,11,25903,25930,,南礼士路,T35
G433,32,12,26010,26060,,复兴门,T35
G433,32,13,26180,26224,,西单,T35
G433,32,14,26329,26355,,天安门西,T35
G433,32,15,26445,26473,,天安门东,T35
G433,32,16,26563,26593,,王府井,T35
G433,32,17,26678,26723,,东单,T35
G433,32,18,26833,26878,,建国门,T35
G433,32,19,26998,27028,,永安里,T35
G433,32,20,27113,27158,,国贸,T35
G433,32,21,27278,27323,,大望路,T35
G433,32,22,27466,27496,,四惠,T35
G433,32,23,27616,27616,,四惠东,T35
G433,34,1,24638,24658,,苹果园,T37
G433,34,2,24858,24888,,古城,T37
G433,34,3,25038,25068,,八角游乐园,T37
G433,34,4,25218,25243,,八宝山,T37
G433,34,5,25363,25398,,玉泉路,T37
G433,34,6,25538,25578,,五棵松,T37
G433,34,7,25713,25748,,万寿路,T37
G433,34,8,25858,25903,,公主坟,T37
G433,34,9,26003,26053,,军事博物馆,T37
G433,34,10,26153,26183,,木樨地,T37
G433,34,11,26303,26330,,南礼士路,T37
G433,34,12,26410,26460,,复兴门,T37
