列车号,服务号,车站,到达,出发,,车站名称,列车编号
G433,32,1,40657,40677,,苹果园,T31
G433,32,2,40877,40907,,古城,T31
G433,32,3,41057,41087,,八角游乐园,T31
G433,32,4,41237,41262,,八宝山,T31
G433,32,5,41382,41417,,玉泉路,T31
G433,32,6,41557,41597,,五棵松,T31
G433,32,7,41732,41767,,万寿路,T31
G433,32,8,41877,41922,,公主坟,T31
G433,32,9,42022,42072,,军事博物馆,T31
G433,32,10,42172,42202,,木樨地,T31
G433,32,11,42322,42349,,南礼士路,T31
G433,32,12,42429,42479,,复兴门,T31
G433,32,13,42599,42643,,西单,T31
G433,32,14,42748,42774,,天安门西,T31
G433,32,15,42864,42892,,天安门东,T31
G433,32,16,42982,43012,,王府井,T31
G433,32,17,43097,43142,,东单,T31
G433,32,18,43252,43297,,建国门,T31
G433,32,19,43417,43447,,永安里,T31
G433,32,20,43532,43577,,国贸,T31
G433,32,21,43697,43742,,大望路,T31
G433,32,22,43885,43915,,四惠,T31
G433,32,23,44035,44035,,四惠东,T31
G433,34,1,41297,41317,,苹果园,T33
G433,34,2,41517,41547,,古城,T33
G433,34,3,41697,41727,,八角游乐园,T33
G433,34,4,41877,41902,,八宝山,T33
G433,34,5,42022,42057,,玉泉路,T33
G433,34,6,42197,42237,,五棵松,T33
G433,34,7,42372,42407,,万寿路,T33
G433,34,8,42517,42562,,公主坟,T33
G433,34,9,42662,42712,,军事博物馆,T33
G433,34,10,42812,42842,,木樨地,T33
G433,34,11,42962,42989,,南礼士路,T33
G433,34,12,43069,43119,,复兴门,T33
G433,34,13,43239,43283,,西单,T33
G433,34,14,43388,43414,,天安门西,T33
G433,34,15,43504,43532,,天安门东,T33
G433,34,16,43622,43652,,王府井,T33
G433,34,17,43737,43782,,东单,T33
G433,34,18,43892,43937,,建国门,T33
G433,34,19,44057,44087,,永安里,T33
G433,34,20,44172,44217,,国贸,T33
G433,34,21,44337,44382,,大望路,T33
G433,34,22,44525,44555,,四惠,T33
G433,34,23,44675,44675,,四惠东,T33
G433,32,1,41937,41957,,苹果园,T35
G433,32,2,42157,42187,,古城,T35
G433,32,3,42337,42367,,八角游乐园,T35
G433,32,4,42517,42542,,八宝山,T35
G433,32,5,42662,42697,,玉泉路,T35
G433,32,6,42837,42877,,五棵松,T35
G433,32,7,43012,43047,,万寿路,T35
G433,32,8,43157,43202,,公主坟,T35
G433,32,9,43302,43352,,军事博物馆,T35
G433,32,10,43452,43482,,木樨地,T35
G433,32,11,43602,43629,,南礼士路,T35
G433,32,12,43709,43759,,复兴门,T35
G433,32,13,43879,43923,,西单,T35
G433,32,14,44028,44054,,天安门西,T35
G433,32,15,44144,44172,,天安门东,T35
G433,32,16,44262,44292,,王府井,T35
G433,32,17,44377,44422,,东单,T35
G433,32,18,44532,44577,,建国门,T35
G433,32,19,44697,44727,,永安里,T35
G433,32,20,44812,44857,,国贸,T35
G433,32,21,44977,45022,,大望路,T35
G433,32,22,45165,45195,,四惠,T35
G433,32,23,45315,45315,,四惠东,T35
G433,34,1,42577,42597,,苹果园,T37
G433,34,2,42797,42827,,古城,T37
G433,34,3,42977,43007,,八角游乐园,T37
G433,34,4,43157,43182,,八宝山,T37
G433,34,5,43302,43337,,玉泉路,T37
G433,34,6,43477,43517,,五棵松,T37
G433,34,7,43652,43687,,万寿路,T37
G433,34,8,43797,43842,,公主坟,T37
G433,34,9,43942,43992,,军事博物馆,T37
G433,34,10,44092,44122,,木樨地,T37
G433,34,11,44242,44269,,南礼士路,T37
G433,34,12,44349,44399,,复兴门,T37
G433,34,13,44519,44563,,西单,T37
G433,34,14,44668,44694,,天安门西,T37
G433,34,15,44784,44812,,天安门东,T37
G433,34,16,44902,44932,,王府井,T37
