列车号,服务号,车站,到达,出发,,车站名称,列车编号
G433,32,1,30155,30175,,苹果园,T31
G433,32,2,30375,30405,,古城,T31
G433,32,3,30555,30585,,八角游乐园,T31
G433,32,4,30735,30760,,八宝山,T31
G433,32,5,30880,30915,,玉泉路,T31
G433,32,6,31055,31095,,五棵松,T31
G433,32,7,31230,31265,,万寿路,T31
G433,32,8,31375,31420,,公主坟,T31
G433,32,9,31520,31570,,军事博物馆,T31
G433,32,10,31670,31700,,木樨地,T31
G433,32,11,31820,31847,,南礼士路,T31
G433,32,12,31927,31977,,复兴门,T31
G433,32,13,32097,32141,,西单,T31
G433,32,14,32246,32272,,天安门西,T31
G433,32,15,32362,32390,,天安门东,T31
G433,32,16,32480,32510,,王府井,T31
G433,32,17,32595,32640,,东单,T31
G433,32,18,32750,32795,,建国门,T31
G433,32,19,32915,32945,,永安里,T31
G433,32,20,33030,33075,,国贸,T31
G433,32,21,33195,33240,,大望路,T31
G433,32,22,33383,33413,,四惠,T31
G433,32,23,33533,33533,,四惠东,T31
G433,34,1,30755,30775,,苹果园,T33
G433,34,2,30975,31005,,古城,T33
G433,34,3,31155,31185,,八角游乐园,T33
G433,34,4,31335,31360,,八宝山,T33
G433,34,5,31480,31515,,玉泉路,T33
G433,34,6,31655,31695,,五棵松,T33
G433,34,7,31830,31865,,万寿路,T33
G433,34,8,31975,32020,,公主坟,T33
G433,34,9,32120,32170,,军事博物馆,T33
G433,34,10,32270,32300,,木樨地,T33
G433,34,11,32420,32447,,南礼士路,T33
G433,34,12,32527,32577,,复兴门,T33
G433,34,13,32697,32741,,西单,T33
G433,34,14,32846,32872,,天安门西,T33
G433,34,15,32962,32990,,天安门东,T33
G433,34,16,33080,33110,,王府井,T33
G433,34,17,33195,33240,,东单,T33
G433,34,18,33350,33395,,建国门,T33
G433,34,19,33515,33545,,永安里,T33
G433,34,20,33630,33675,,国贸,T33
G433,34,21,33795,33840,,大望路,T33
G433,34,22,33983,34013,,四惠,T33
G433,34,23,34133,34133,,四惠东,T33
G433,32,1,31135,31155,,苹果园,T35
G433,32,2,31355,31385,,古城,T35
G433,32,3,31535,31565,,八角游乐园,T35
G433,32,4,31715,31740,,八宝山,T35
G433,32,5,31860,31895,,玉泉路,T35
G433,32,6,32035,32075,,五棵松,T35
G433,32,7,32210,32245,,万寿路,T35
G433,32,8,32355,32400,,公主坟,T35
G433,32,9,32500,32550,,军事博物馆,T35
G433,32,10,32650,32680,,木樨地,T35
G433,32,11,32800,32827,,南礼士路,T35
G433,32,12,32907,32957,,复兴门,T35
G433,32,13,33077,33121,,西单,T35
G433,32,14,33226,33252,,天安门西,T35
G433,32,15,33342,33370,,天安门东,T35
G433,32,16,33460,33490,,王府井,T35
G433,32,17,33575,33620,,东单,T35
G433,32,18,33730,33775,,建国门,T35
G433,32,19,33895,33925,,永安里,T35
G433,32,20,34010,34055,,国贸,T35
G433,32,21,34175,34220,,大望路,T35
G433,32,22,34363,34393,,四惠,T35
G433,32,23,34513,34513,,四惠东,T35
G433,34,1,31735,31755,,苹果园,T37
G433,34,2,31955,31985,,古城,T37
G433,34,3,32135,32165,,八角游乐园,T37
G433,34,4,32315,32340,,八宝山,T37
G433,34,5,32460,32495,,玉泉路,T37
G433,34,6,32635,32675,,五棵松,T37
G433,34,7,32810,32845,,万寿路,T37
G433,34,8,32955,33000,,公主坟,T37
G433,34,9,33100,33150,,军事博物馆,T37
G433,34,10,33250,33280,,木樨地,T37
G433,34,11,33400,33427,,南礼士路,T37
G433,34,12,33507,33557,,复兴门,T37
G433,34,13,33677,33721,,西单,T37
G433,34,14,33826,33852,,天安门西,T37
G433,34,15,33942,33970,,天安门东,T37
G433,34,16,34060,34090,,王府井,T37
G433,34,17,34175,34220,,东单,T37
G433,34,18,34330,34375,,建国门,T37
G433,34,19,34495,34525,,永安里,T37
G433,34,20,34610,34655,,国贸,T37
G433,34,21,34775,34820,,大望路,T37
G433,34,22,34963,34993,,四惠,T37
G433,34,23,35113,35113,,四惠东,T37
G433,32,1,32090,32110,,苹果园,T39
G433,32,2,32310,32340,,古城,T39
G433,32,3,32490,32520,,八角游乐园,T39
G433,32,4,32670,32695,,八宝山,T39
G433,32,5,32815,32850,,玉泉路,T39
G433,32,6,32990,33030,,五棵松,T39
G433,32,7,33165,33200,,万寿路,T39
G433,32,8,33310,33355,,公主坟,T39
G433,32,9,33455,33505,,军事博物馆,T39
G433,32,10,33605,33635,,木樨地,T39
G433,32,11,33755,33782,,南礼士路,T39
G433,32,12,33862,33912,,复兴门,T39
G433,32,13,34032,34076,,西单,T39
G433,32,14,34181,34207,,天安门西,T39
G433,32,15,34297,34325,,天安门东,T39
G433,32,16,34415,34445,,王府井,T39
G433,32,17,34530,34575,,东单,T39
G433,32,18,34685,34730,,建国门,T39
G433,32,19,34850,34880,,永安里,T39
G433,32,20,34965,35010,,国贸,T39
G433,32,21,35130,35175,,大望路,T39
G433,32,22,35318,35348,,四惠,T39
G433,32,23,35468,35468,,四惠东,T39
G433,34,1,32690,32710,,苹果园,T41
G433,34,2,32910,32940,,古城,T41
G433,34,3,33090,33120,,八角游乐园,T41
G433,34,4,33270,33295,,八宝山,T41
G433,34,5,33415,33450,,玉泉路,T41
G433,34,6,33590,33630,,五棵松,T41
G433,34,7,33765,33800,,万寿路,T41
G433,34,8,33910,33955,,公主坟,T41
G433,34,9,34055,34105,,军事博物馆,T41
G433,34,10,34205,34235,,木樨地,T41
