列车号,服务号,车站,到达,出发,,车站名称,列车编号
G433,32,1,33557,33577,,苹果园,T31
G433,32,2,33777,33807,,古城,T31
G433,32,3,33957,33987,,八角游乐园,T31
G433,32,4,34137,34162,,八宝山,T31
G433,32,5,34282,34317,,玉泉路,T31
G433,32,6,34457,34497,,五棵松,T31
G433,32,7,34632,34667,,万寿路,T31
G433,32,8,34777,34822,,公主坟,T31
G433,32,9,34922,34972,,军事博物馆,T31
G433,32,10,35072,35102,,木樨地,T31
G433,32,11,35222,35249,,南礼士路,T31
G433,32,12,35329,35379,,复兴门,T31
G433,32,13,35499,35543,,西单,T31
G433,32,14,35648,35674,,天安门西,T31
G433,32,15,35764,35792,,天安门东,T31
G433,32,16,35882,35912,,王府井,T31
G433,32,17,35997,36042,,东单,T31
G433,32,18,36152,36197,,建国门,T31
G433,32,19,36317,36347,,永安里,T31
G433,32,20,36432,36477,,国贸,T31
G433,32,21,36597,36642,,大望路,T31
G433,32,22,36785,36815,,四惠,T31
G433,32,23,36935,36935,,四惠东,T31
G433,34,1,34197,34217,,苹果园,T33
G433,34,2,34417,34447,,古城,T33
G433,34,3,34597,34627,,八角游乐园,T33
G433,34,4,34777,34802,,八宝山,T33
G433,34,5,34922,34957,,玉泉路,T33
G433,34,6,35097,35137,,五棵松,T33
G433,34,7,35272,35307,,万寿路,T33
G433,34,8,35417,35462,,公主坟,T33
G433,34,9,35562,35612,,军事博物馆,T33
G433,34,10,35712,35742,,木樨地,T33
G433,34,11,35862,35889,,南礼士路,T33
G433,34,12,35969,36019,,复兴门,T33
G433,34,13,36139,36183,,西单,T33
G433,34,14,36288,36314,,天安门西,T33
G433,34,15,36404,36432,,天安门东,T33
G433,34,16,36522,36552,,王府井,T33
G433,34,17,36637,36682,,东单,T33
G433,34,18,36792,36837,,建国门,T33
G433,34,19,36957,36987,,永安里,T33
G433,34,20,37072,37117,,国贸,T33
G433,34,21,37237,37282,,大望路,T33
G433,34,22,37425,37455,,四惠,T33
G433,34,23,37575,37575,,四惠东,T33
G433,32,1,34837,34857,,苹果园,T35
G433,32,2,35057,35087,,古城,T35
G433,32,3,35237,35267,,八角游乐园,T35
G433,32,4,35417,35442,,八宝山,T35
G433,32,5,35562,35597,,玉泉路,T35
G433,32,6,35737,35777,,五棵松,T35
G433,32,7,35912,35947,,万寿路,T35
G433,32,8,36057,36102,,公主坟,T35
G433,32,9,36202,36252,,军事博物馆,T35
G433,32,10,36352,36382,,木樨地,T35
G433,32,11,36502,36529,,南礼士路,T35
G433,32,12,36609,36659,,复兴门,T35
G433,32,13,36779,36823,,西单,T35
G433,32,14,36928,36954,,天安门西,T35
G433,32,15,37044,37072,,天安门东,T35
G433,32,16,37162,37192,,王府井,T35
G433,32,17,37277,37322,,东单,T35
G433,32,18,37432,37477,,建国门,T35
G433,32,19,37597,37627,,永安里,T35
G433,32,20,37712,37757,,国贸,T35
G433,32,21,37877,37922,,大望路,T35
G433,32,22,38065,38095,,四惠,T35
G433,32,23,38215,38215,,四惠东,T35
G433,34,1,35477,35497,,苹果园,T37
G433,34,2,35697,35727,,古城,T37
G433,34,3,35877,35907,,八角游乐园,T37
G433,34,4,36057,36082,,八宝山,T37
G433,34,5,36202,36237,,玉泉路,T37
G433,34,6,36377,36417,,五棵松,T37
G433,34,7,36552,36587,,万寿路,T37
G433,34,8,36697,36742,,公主坟,T37
G433,34,9,36842,36892,,军事博物馆,T37
G433,34,10,36992,37022,,木樨地,T37
G433,34,11,37142,37169,,南礼士路,T37
G433,34,12,37249,37299,,复兴门,T37
G433,34,13,37419,37463,,西单,T37
G433,34,14,37568,37594,,天安门西,T37
G433,34,15,37684,37712,,天安门东,T37
G433,34,16,37802,37832,,王府井,T37
