列车号,服务号,车站,到达,出发,,车站名称,列车编号
G433,32,1,25241,25261,,苹果园,T31
G433,32,2,25461,25491,,古城,T31
G433,32,3,25641,25671,,八角游乐园,T31
G433,32,4,25821,25846,,八宝山,T31
G433,32,5,25966,26001,,玉泉路,T31
G433,32,6,26141,26181,,五棵松,T31
G433,32,7,26316,26351,,万寿路,T31
G433,32,8,26461,26506,,公主坟,T31
G433,32,9,26606,26656,,军事博物馆,T31
G433,32,10,26756,26786,,木樨地,T31
G433,32,11,26906,26933,,南礼士路,T31
G433,32,12,27013,27063,,复兴门,T31
G433,32,13,27183,27227,,西单,T31
G433,32,14,27332,27358,,天安门西,T31
G433,32,15,27448,27476,,天安门东,T31
G433,32,16,27566,27596,,王府井,T31
G433,32,17,27681,27726,,东单,T31
G433,32,18,27836,27881,,建国门,T31
G433,32,19,28001,28031,,永安里,T31
G433,32,20,28116,28161,,国贸,T31
G433,32,21,28281,28326,,大望路,T31
G433,32,22,28469,28499,,四惠,T31
G433,32,23,28619,28619,,四惠东,T31
G433,34,1,25641,25661,,苹果园,T33
G433,34,2,25861,25891,,古城,T33
G433,34,3,26041,26071,,八角游乐园,T33
G433,34,4,26221,26246,,八宝山,T33
G433,34,5,26366,26401,,玉泉路,T33
G433,34,6,26541,26581,,五棵松,T33
G433,34,7,26716,26751,,万寿路,T33
G433,34,8,26861,26906,,公主坟,T33
G433,34,9,27006,27056,,军事博物馆,T33
G433,34,10,27156,27186,,木樨地,T33
G433,34,11,27306,27333,,南礼士路,T33
G433,34,12,27413,27463,,复兴门,T33
G433,34,13,27583,27627,,西单,T33
G433,34,14,27732,27758,,天安门西,T33
G433,34,15,27848,27876,,天安门东,T33
G433,34,16,27966,27996,,王府井,T33
G433,34,17,28081,28126,,东单,T33
G433,34,18,28236,28281,,建国门,T33
G433,34,19,28401,28431,,永安里,T33
G433,34,20,28516,28561,,国贸,T33
G433,34,21,28681,28726,,大望路,T33
G433,34,22,28869,28899,,四惠,T33
G433,34,23,29019,29019,,四惠东,T33
G433,32,1,26041,26061,,苹果园,T35
G433,32,2,26261,26291,,古城,T35
G433,32,3,26441,26471,,八角游乐园,T35
G433,32,4,26621,26646,,八宝山,T35
G433,32,5,26766,26801,,玉泉路,T35
G433,32,6,26941,26981,,五棵松,T35
G433,32,7,27116,27151,,万寿路,T35
G433,32,8,27261,27306,,公主坟,T35
G433,32,9,27406,27456,,军事博物馆,T35
G433,32,10,27556,27586,,木樨地,T35
G433,32,11,27706,27733,,南礼士路,T35
G433,32,12,27813,27863,,复兴门,T35
G433,32,13,27983,28027,,西单,T35
G433,32,14,28132,28158,,天安门西,T35
G433,32,15,28248,28276,,天安门东,T35
G433,32,16,28366,28396,,王府井,T35
G433,32,17,28481,28526,,东单,T35
G433,32,18,28636,28681,,建国门,T35
G433,32,19,28801,28831,,永安里,T35
G433,32,20,28916,28961,,国贸,T35
G433,32,21,29081,29126,,大望路,T35
G433,32,22,29269,29299,,四惠,T35
G433,32,23,29419,29419,,四惠东,T35
G433,34,1,26441,26461,,苹果园,T37
G433,34,2,26661,26691,,古城,T37
G433,34,3,26841,26871,,八角游乐园,T37
G433,34,4,27021,27046,,八宝山,T37
G433,34,5,27166,27201,,玉泉路,T37
G433,34,6,27341,27381,,五棵松,T37
G433,34,7,27516,27551,,万寿路,T37
G433,34,8,27661,27706,,公主坟,T37
G433,34,9,27806,27856,,军事博物馆,T37
G433,34,10,27956,27986,,木樨地,T37
G433,34,11,28106,28133,,南礼士路,T37
G433,34,12,28213,28263,,复兴门,T37
G433,34,13,28383,28427,,西单,T37
G433,34,14,28532,28558,,天安门西,T37
G433,34,15,28648,28676,,天安门东,T37
G433,34,16,28766,28796,,王府井,T37
G433,34,17,28881,28926,,东单,T37
G433,34,18,29036,29081,,建国门,T37
G433,34,19,29201,29231,,永安里,T37
G433,34,20,29316,29361,,国贸,T37
G433,34,21,29481,29526,,大望路,T37
G433,34,22,29669,29699,,四惠,T37
G433,34,23,29819,29819,,四惠东,T37
G433,32,1,26841,26861,,苹果园,T39
G433,32,2,27061,27091,,古城,T39
G433,32,3,27241,27271,,八角游乐园,T39
G433,32,4,27421,27446,,八宝山,T39
G433,32,5,27566,27601,,玉泉路,T39
G433,32,6,27741,27781,,五棵松,T39
G433,32,7,27916,27951,,万寿路,T39
G433,32,8,28061,28106,,公主坟,T39
G433,32,9,28206,28256,,军事博物馆,T39
G433,32,10,28356,28386,,木樨地,T39
G433,32,11,28506,28533,,南礼士路,T39
G433,32,12,28613,28663,,复兴门,T39
G433,32,13,28783,28827,,西单,T39
G433,32,14,28932,28958,,天安门西,T39
G433,32,15,29048,29076,,天安门东,T39
G433,32,16,29166,29196,,王府井,T39
G433,32,17,29281,29326,,东单,T39
G433,32,18,29436,29481,,建国门,T39
G433,32,19,29601,29631,,永安里,T39
G433,32,20,29716,29761,,国贸,T39
G433,32,21,29881,29926,,大望路,T39
G433,32,22,30069,30099,,四惠,T39
G433,32,23,30219,30219,,四惠东,T39
G433,34,1,27241,27261,,苹果园,T41
G433,34,2,27461,27491,,古城,T41
G433,34,3,27641,27671,,八角游乐园,T41
G433,34,4,27821,27846,,八宝山,T41
G433,34,5,27966,28001,,玉泉路,T41
G433,34,6,28141,28181,,五棵松,T41
G433,34,7,28316,28351,,万寿路,T41
G433,34,8,28461,28506,,公主坟,T41
G433,34,9,28606,28656,,军事博物馆,T41
G433,34,10,28756,28786,,木樨地,T41
G433,34,11,28906,28933,,南礼士路,T41
G433,34,12,29013,29063,,复兴门,T41
G433,34,13,29183,29227,,西单,T41
G433,34,14,29332,29358,,天安门西,T41
G433,34,15,29448,29476,,天安门东,T41
G433,34,16,29566,29596,,王府井,T41
G433,34,17,29681,29726,,东单,T41
G433,34,18,29836,29881,,建国门,T41
G433,34,19,30001,30031,,永安里,T41
G433,34,20,30116,30161,,国贸,T41
G433,34,21,30281,30326,,大望路,T41
G433,34,22,30469,30499,,四惠,T41
G433,34,23,30619,30619,,四惠东,T41
G433,32,1,27641,27661,,苹果园,T43
G433,32,2,27861,27891,,古城,T43
G433,32,3,28041,28071,,八角游乐园,T43
G433,32,4,28221,28246,,八宝山,T43
G433,32,5,28366,28401,,玉泉路,T43
G433,32,6,28541,28581,,五棵松,T43
G433,32,7,28716,28751,,万寿路,T43
