列车号,服务号,车站,到达,出发,,车站名称,列车编号
S405,24,23,64737,64737,,四惠东,T21
S405,24,22,64877,64907,,四惠,T21
S405,24,21,65050,65095,,大望路,T21
S405,24,20,65215,65260,,国贸,T21
S405,24,19,65345,65375,,永安里,T21
S405,24,18,65495,65540,,建国门,T21
S405,24,17,65650,65695,,东单,T21
S405,24,16,65780,65810,,王府井,T21
S405,24,15,65900,65926,,天东,T21
S405,24,14,66016,66042,,天西,T21
S405,24,13,66147,66192,,西单,T21
S405,24,12,66312,66362,,复兴门,T21
S405,24,11,66422,66448,,礼士路,T21
S405,24,10,66568,66598,,木樨地,T21
S405,24,9,66698,66748,,军博,T21
S405,24,8,66848,66889,,公主坟,T21
S405,24,7,66999,67034,,万寿路,T21
S405,24,6,67169,67204,,五棵松,T21
S405,24,5,67344,67374,,玉泉路,T21
S405,24,4,67494,67524,,八宝山,T21
S405,24,3,67674,67704,,八角村,T21
S405,24,2,67854,67884,,古城,T21
S405,24,1,68084,68084,,苹果园,T21
S405,22,23,65323,65323,,四惠东,T21
S405,22,22,65463,65493,,四惠,T21
S405,22,21,65636,65681,,大望路,T21
S405,22,20,65801,65846,,国贸,T21
S405,22,19,65931,65961,,永安里,T21
S405,22,18,66081,66126,,建国门,T21
S405,22,17,66236,66281,,东单,T21
S405,22,16,66366,66396,,王府井,T21
S405,22,15,66486,66512,,天东,T21
S405,22,14,66602,66628,,天西,T21
S405,22,13,66733,66778,,西单,T21
S405,22,12,66898,66948,,复兴门,T21
S405,22,11,67008,67034,,礼士路,T21
S405,22,10,67154,67184,,木樨地,T21
S405,22,9,67284,67334,,军博,T21
S405,22,8,67434,67475,,公主坟,T21
S405,22,7,67585,67620,,万寿路,T21
S405,22,6,67755,67790,,五棵松,T21
S405,22,5,67930,67960,,玉泉路,T21
S405,22,4,68080,68110,,八宝山,T21
S405,22,3,68260,68290,,八角村,T21
S405,22,2,68440,68470,,古城,T21
S405,22,1,68670,68670,,苹果园,T21
S405,24,23,65909,65909,,四惠东,T21
S405,24,22,66049,66079,,四惠,T21
S405,24,21,66222,66267,,大望路,T21
S405,24,20,66387,66432,,国贸,T21
S405,24,19,66517,66547,,永安里,T21
S405,24,18,66667,66712,,建国门,T21
S405,24,17,66822,66867,,东单,T21
S405,24,16,66952,66982,,王府井,T21
S405,24,15,67072,67098,,天东,T21
S405,24,14,67188,67214,,天西,T21
S405,24,13,67319,67364,,西单,T21
S405,24,12,67484,67534,,复兴门,T21
S405,24,11,67594,67620,,礼士路,T21
S405,24,10,67740,67770,,木樨地,T21
S405,24,9,67870,67920,,军博,T21
S405,24,8,68020,68061,,公主坟,T21
S405,24,7,68171,68206,,万寿路,T21
S405,24,6,68341,68376,,五棵松,T21
S405,24,5,68516,68546,,玉泉路,T21
S405,24,4,68666,68696,,八宝山,T21
S405,24,3,68846,68876,,八角村,T21
S405,24,2,69026,69056,,古城,T21
S405,24,1,69256,69256,,苹果园,T21
S405,22,23,66495,66495,,四惠东,T21
S405,22,22,66635,66665,,四惠,T21
S405,22,21,66808,66853,,大望路,T21
S405,22,20,66973,67018,,国贸,T21
S405,22,19,67103,67133,,永安里,T21
S405,22,18,67253,67298,,建国门,T21
S405,22,17,67408,67453,,东单,T21
S405,22,16,67538,67568,,王府井,T21
S405,22,15,67658,67684,,天东,T21
S405,22,14,67774,67800,,天西,T21
S405,22,13,67905,67950,,西单,T21
S405,22,12,68070,68120,,复兴门,T21
S405,22,11,68180,68206,,礼士路,T21
S405,22,10,68326,68356,,木樨地,T21
S405,22,9,68456,68506,,军博,T21
S405,22,8,68606,68647,,公主坟,T21
S405,22,7,68757,68792,,万寿路,T21
S405,22,6,68927,68962,,五棵松,T21
S405,22,5,69102,69132,,玉泉路,T21
S405,22,4,69252,69282,,八宝山,T21
S405,22,3,69432,69462,,八角村,T21
S405,22,2,69612,69642,,古城,T21
S405,22,1,69842,69842,,苹果园,T21
S405,24,23,67081,67081,,四惠东,T21
S405,24,22,67221,67251,,四惠,T21
S405,24,21,67394,67439,,大望路,T21
S405,24,20,67559,67604,,国贸,T21
S405,24,19,67689,67719,,永安里,T21
S405,24,18,67839,67884,,建国门,T21
S405,24,17,67994,68039,,东单,T21
S405,24,16,68124,68154,,王府井,T21
S405,24,15,68244,68270,,天东,T21
S405,24,14,68360,68386,,天西,T21
S405,24,13,68491,68536,,西单,T21
S405,24,12,68656,68706,,复兴门,T21
S405,24,11,68766,68792,,礼士路,T21
S405,24,10,68912,68942,,木樨地,T21
S405,24,9,69042,69092,,军博,T21
S405,24,8,69192,69233,,公主坟,T21
S405,24,7,69343,69378,,万寿路,T21
S405,24,6,69513,69548,,五棵松,T21
S405,24,5,69688,69718,,玉泉路,T21
S405,24,4,69838,69868,,八宝山,T21
S405,24,3,70018,70048,,八角村,T21
S405,24,2,70198,70228,,古城,T21
S405,24,1,70428,70428,,苹果园,T21
S405,22,23,67667,67667,,四惠东,T21
S405,22,22,67807,67837,,四惠,T21
S405,22,21,67980,68025,,大望路,T21
S405,22,20,68145,68190,,国贸,T21
S405,22,19,68275,68305,,永安里,T21
S405,22,18,68425,68470,,建国门,T21
S405,22,17,68580,68625,,东单,T21
S405,22,16,68710,68740,,王府井,T21
S405,22,15,68830,68856,,天东,T21
S405,22,14,68946,68972,,天西,T21
S405,22,13,69077,69122,,西单,T21
S405,22,12,69242,69292,,复兴门,T21
S405,22,11,69352,69378,,礼士路,T21
S405,22,10,69498,69528,,木樨地,T21
S405,22,9,69628,69678,,军博,T21
S405,22,8,69778,69819,,公主坟,T21
S405,22,7,69929,69964,,万寿路,T21
S405,22,6,70099,70134,,五棵松,T21
S405,22,5,70274,70304,,玉泉路,T21
S405,22,4,70424,70454,,八宝山,T21
S405,22,3,70604,70634,,八角村,T21
S405,22,2,70784,70814,,古城,T21
S405,22,1,71014,71014,,苹果园,T21
S405,24,23,68253,68253,,四惠东,T21
S405,24,22,68393,68423,,四惠,T21
S405,24,21,68566,68611,,大望路,T21
S405,24,20,68731,68776,,国贸,T21
S405,24,19,68861,68891,,永安里,T21
S405,24,18,69011,69056,,建国门,T21
S405,24,17,69166,69211,,东单,T21
S405,24,16,69296,69326,,王府井,T21
S405,24,15,69416,69442,,天东,T21
S405,24,14,69532,69558,,天西,T21
S405,24,13,69663,69708,,西单,T21
S405,24,12,69828,69878,,复兴门,T21
S405,24,11,69938,69964,,礼士路,T21
S405,24,10,70084,70114,,木樨地,T21
S405,24,9,70214,70264,,军博,T21
S405,24,8,70364,70405,,公主坟,T21
S405,24,7,70515,70550,,万寿路,T21
S405,24,6,70685,70720,,五棵松,T21
S405,24,5,70860,70890,,玉泉路,T21
S405,24,4,71010,71040,,八宝山,T21
S405,24,3,71190,71220,,八角村,T21
S405,24,2,71370,71400,,古城,T21
S405,24,1,71600,71600,,苹果园,T21
S405,22,23,68839,68839,,四惠东,T21
S405,22,22,68979,69009,,四惠,T21
S405,22,21,69152,69197,,大望路,T21
S405,22,20,69317,69362,,国贸,T21
S405,22,19,69447,69477,,永安里,T21
S405,22,18,69597,69642,,建国门,T21
S405,22,17,69752,69797,,东单,T21
S405,22,16,69882,69912,,王府井,T21
S405,22,15,70002,70028,,天东,T21
S405,22,14,70118,70144,,天西,T21
S405,22,13,70249,70294,,西单,T21
S405,22,12,70414,70464,,复兴门,T21
S405,22,11,70524,70550,,礼士路,T21
S405,22,10,70670,70700,,木樨地,T21
S405,22,9,70800,70850,,军博,T21
S405,22,8,70950,70991,,公主坟,T21
S405,22,7,71101,71136,,万寿路,T21
S405,22,6,71271,71306,,五棵松,T21
S405,22,5,71446,71476,,玉泉路,T21
S405,22,4,71596,71626,,八宝山,T21
S405,22,3,71776,71806,,八角村,T21
S405,22,2,71956,71986,,古城,T21
S405,22,1,72186,72186,,苹果园,T21
S405,24,23,69425,69425,,四惠东,T21
S405,24,22,69565,69595,,四惠,T21
S405,24,21,69738,69783,,大望路,T21
S405,24,20,69903,69948,,国贸,T21
S405,24,19,70033,70063,,永安里,T21
S405,24,18,70183,70228,,建国门,T21
S405,24,17,70338,70383,,东单,T21
S405,24,16,70468,70498,,王府井,T21
S405,24,15,70588,70614,,天东,T21
S405,24,14,70704,70730,,天西,T21
S405,24,13,70835,70880,,西单,T21
S405,24,12,71000,71050,,复兴门,T21
S405,24,11,71110,71136,,礼士路,T21
S405,24,10,71256,71286,,木樨地,T21
S405,24,9,71386,71436,,军博,T21
S405,24,8,71536,71577,,公主坟,T21
S405,24,7,71687,71722,,万寿路,T21
S405,24,6,71857,71892,,五棵松,T21
S405,24,5,72032,72062,,玉泉路,T21
S405,24,4,72182,72212,,八宝山,T21
S405,24,3,72362,72392,,八角村,T21
S405,24,2,72542,72572,,古城,T21
S405,24,1,72772,72772,,苹果园,T21
S405,22,23,70011,70011,,四惠东,T21
S405,22,22,70151,70181,,四惠,T21
S405,22,21,70324,70369,,大望路,T21
S405,22,20,70489,70534,,国贸,T21
S405,22,19,70619,70649,,永安里,T21
S405,22,18,70769,70814,,建国门,T21
S405,22,17,70924,70969,,东单,T21
S405,22,16,71054,71084,,王府井,T21
S405,22,15,71174,71200,,天东,T21
S405,22,14,71290,71316,,天西,T21
S405,22,13,71421,71466,,西单,T21
S405,22,12,71586,71636,,复兴门,T21
S405,22,11,71696,71722,,礼士路,T21
S405,22,10,71842,71872,,木樨地,T21
S405,22,9,71972,72022,,军博,T21
S405,22,8,72122,72163,,公主坟,T21
S405,22,7,72273,72308,,万寿路,T21
S405,22,6,72443,72478,,五棵松,T21
S405,22,5,72618,72648,,玉泉路,T21
