列车号,服务号,车站,到达,出发,,车站名称,列车编号
G433,32,1,71239,71259,,苹果园,T31
G433,32,2,71459,71489,,古城,T31
G433,32,3,71639,71669,,八角游乐园,T31
G433,32,4,71819,71844,,八宝山,T31
G433,32,5,71964,71999,,玉泉路,T31
G433,32,6,72139,72179,,五棵松,T31
G433,32,7,72314,72349,,万寿路,T31
G433,32,8,72459,72504,,公主坟,T31
G433,32,9,72604,72654,,军事博物馆,T31
G433,32,10,72754,72784,,木樨地,T31
G433,32,11,72904,72931,,南礼士路,T31
G433,32,12,73011,73061,,复兴门,T31
G433,32,13,73181,73225,,西单,T31
G433,32,14,73330,73356,,天安门西,T31
G433,32,15,73446,73474,,天安门东,T31
G433,32,16,73564,73594,,王府井,T31
G433,32,17,73679,73724,,东单,T31
G433,32,18,73834,73879,,建国门,T31
G433,32,19,73999,74029,,永安里,T31
G433,32,20,74114,74159,,国贸,T31
G433,32,21,74279,74324,,大望路,T31
G433,32,22,74467,74497,,四惠,T31
G433,32,23,74617,74617,,四惠东,T31
G433,34,1,71639,71659,,苹果园,T33
G433,34,2,71859,71889,,古城,T33
G433,34,3,72039,72069,,八角游乐园,T33
G433,34,4,72219,72244,,八宝山,T33
G433,34,5,72364,72399,,玉泉路,T33
G433,34,6,72539,72579,,五棵松,T33
G433,34,7,72714,72749,,万寿路,T33
G433,34,8,72859,72904,,公主坟,T33
G433,34,9,73004,73054,,军事博物馆,T33
G433,34,10,73154,73184,,木樨地,T33
G433,34,11,73304,73331,,南礼士路,T33
G433,34,12,73411,73461,,复兴门,T33
G433,34,13,73581,73625,,西单,T33
G433,34,14,73730,73756,,天安门西,T33
G433,34,15,73846,73874,,天安门东,T33
G433,34,16,73964,73994,,王府井,T33
G433,34,17,74079,74124,,东单,T33
G433,34,18,74234,74279,,建国门,T33
G433,34,19,74399,74429,,永安里,T33
G433,34,20,74514,74559,,国贸,T33
G433,34,21,74679,74724,,大望路,T33
G433,34,22,74867,74897,,四惠,T33
G433,34,23,75017,75017,,四惠东,T33
G433,32,1,72039,72059,,苹果园,T35
G433,32,2,72259,72289,,古城,T35
G433,32,3,72439,72469,,八角游乐园,T35
G433,32,4,72619,72644,,八宝山,T35
G433,32,5,72764,72799,,玉泉路,T35
G433,32,6,72939,72979,,五棵松,T35
G433,32,7,73114,73149,,万寿路,T35
G433,32,8,73259,73304,,公主坟,T35
G433,32,9,73404,73454,,军事博物馆,T35
G433,32,10,73554,73584,,木樨地,T35
G433,32,11,73704,73731,,南礼士路,T35
G433,32,12,73811,73861,,复兴门,T35
G433,32,13,73981,74025,,西单,T35
G433,32,14,74130,74156,,天安门西,T35
G433,32,15,74246,74274,,天安门东,T35
G433,32,16,74364,74394,,王府井,T35
G433,32,17,74479,74524,,东单,T35
G433,32,18,74634,74679,,建国门,T35
G433,32,19,74799,74829,,永安里,T35
G433,32,20,74914,74959,,国贸,T35
G433,32,21,75079,75124,,大望路,T35
G433,32,22,75267,75297,,四惠,T35
G433,32,23,75417,75417,,四惠东,T35
G433,34,1,72439,72459,,苹果园,T37
G433,34,2,72659,72689,,古城,T37
G433,34,3,72839,72869,,八角游乐园,T37
G433,34,4,73019,73044,,八宝山,T37
G433,34,5,73164,73199,,玉泉路,T37
G433,34,6,73339,73379,,五棵松,T37
G433,34,7,73514,73549,,万寿路,T37
G433,34,8,73659,73704,,公主坟,T37
G433,34,9,73804,73854,,军事博物馆,T37
G433,34,10,73954,73984,,木樨地,T37
G433,34,11,74104,74131,,南礼士路,T37
G433,34,12,74211,74261,,复兴门,T37
G433,34,13,74381,74425,,西单,T37
G433,34,14,74530,74556,,天安门西,T37
G433,34,15,74646,74674,,天安门东,T37
G433,34,16,74764,74794,,王府井,T37
G433,34,17,74879,74924,,东单,T37
G433,34,18,75034,75079,,建国门,T37
G433,34,19,75199,75229,,永安里,T37
G433,34,20,75314,75359,,国贸,T37
G433,34,21,75479,75524,,大望路,T37
G433,34,22,75667,75697,,四惠,T37
G433,34,23,75817,75817,,四惠东,T37
G433,32,1,72839,72859,,苹果园,T39
G433,32,2,73059,73089,,古城,T39
G433,32,3,73239,73269,,八角游乐园,T39
G433,32,4,73419,73444,,八宝山,T39
G433,32,5,73564,73599,,玉泉路,T39
G433,32,6,73739,73779,,五棵松,T39
G433,32,7,73914,73949,,万寿路,T39
G433,32,8,74059,74104,,公主坟,T39
G433,32,9,74204,74254,,军事博物馆,T39
G433,32,10,74354,74384,,木樨地,T39
G433,32,11,74504,74531,,南礼士路,T39
G433,32,12,74611,74661,,复兴门,T39
G433,32,13,74781,74825,,西单,T39
G433,32,14,74930,74956,,天安门西,T39
G433,32,15,75046,75074,,天安门东,T39
G433,32,16,75164,75194,,王府井,T39
G433,32,17,75279,75324,,东单,T39
G433,32,18,75434,75479,,建国门,T39
G433,32,19,75599,75629,,永安里,T39
G433,32,20,75714,75759,,国贸,T39
G433,32,21,75879,75924,,大望路,T39
G433,32,22,76067,76097,,四惠,T39
G433,32,23,76217,76217,,四惠东,T39
G433,34,1,73239,73259,,苹果园,T41
G433,34,2,73459,73489,,古城,T41
G433,34,3,73639,73669,,八角游乐园,T41
G433,34,4,73819,73844,,八宝山,T41
G433,34,5,73964,73999,,玉泉路,T41
G433,34,6,74139,74179,,五棵松,T41
G433,34,7,74314,74349,,万寿路,T41
G433,34,8,74459,74504,,公主坟,T41
G433,34,9,74604,74654,,军事博物馆,T41
G433,34,10,74754,74784,,木樨地,T41
G433,34,11,74904,74931,,南礼士路,T41
G433,34,12,75011,75061,,复兴门,T41
G433,34,13,75181,75225,,西单,T41
G433,34,14,75330,75356,,天安门西,T41
G433,34,15,75446,75474,,天安门东,T41
G433,34,16,75564,75594,,王府井,T41
