列车号,服务号,车站,到达,出发,,车站名称,列车编号
S405,22,23,23970,23970,,四惠东,T21
S405,22,22,24110,24140,,四惠,T21
S405,22,21,24283,24328,,大望路,T21
S405,22,20,24448,24493,,国贸,T21
S405,22,19,24578,24608,,永安里,T21
S405,22,18,24728,24773,,建国门,T21
S405,22,17,24883,24928,,东单,T21
S405,22,16,25013,25043,,王府井,T21
S405,22,15,25133,25159,,天东,T21
S405,22,14,25249,25275,,天西,T21
S405,22,13,25380,25425,,西单,T21
S405,22,12,25545,25595,,复兴门,T21
S405,22,11,25655,25681,,礼士路,T21
S405,22,10,25801,25831,,木樨地,T21
S405,22,9,25931,25981,,军博,T21
S405,22,8,26081,26122,,公主坟,T21
S405,22,7,26232,26267,,万寿路,T21
S405,22,6,26402,26437,,五棵松,T21
S405,22,5,26577,26607,,玉泉路,T21
S405,22,4,26727,26757,,八宝山,T21
S405,22,3,26907,26937,,八角村,T21
S405,22,2,27087,27117,,古城,T21
S405,22,1,27317,27317,,苹果园,T21
S405,24,23,24290,24290,,四惠东,T21
S405,24,22,24430,24460,,四惠,T21
S405,24,21,24603,24648,,大望路,T21
S405,24,20,24768,24813,,国贸,T21
S405,24,19,24898,24928,,永安里,T21
S405,24,18,25048,25093,,建国门,T21
S405,24,17,25203,25248,,东单,T21
S405,24,16,25333,25363,,王府井,T21
S405,24,15,25453,25479,,天东,T21
S405,24,14,25569,25595,,天西,T21
S405,24,13,25700,25745,,西单,T21
S405,24,12,25865,25915,,复兴门,T21
S405,24,11,25975,26001,,礼士路,T21
S405,24,10,26121,26151,,木樨地,T21
S405,24,9,26251,26301,,军博,T21
S405,24,8,26401,26442,,公主坟,T21
S405,24,7,26552,26587,,万寿路,T21
S405,24,6,26722,26757,,五棵松,T21
S405,24,5,26897,26927,,玉泉路,T21
S405,24,4,27047,27077,,八宝山,T21
S405,24,3,27227,27257,,八角村,T21
S405,24,2,27407,27437,,古城,T21
S405,24,1,27637,27637,,苹果园,T21
S405,22,23,24610,24610,,四惠东,T21
S405,22,22,24750,24780,,四惠,T21
S405,22,21,24923,24968,,大望路,T21
S405,22,20,25088,25133,,国贸,T21
S405,22,19,25218,25248,,永安里,T21
S405,22,18,25368,25413,,建国门,T21
S405,22,17,25523,25568,,东单,T21
S405,22,16,25653,25683,,王府井,T21
S405,22,15,25773,25799,,天东,T21
S405,22,14,25889,25915,,天西,T21
S405,22,13,26020,26065,,西单,T21
S405,22,12,26185,26235,,复兴门,T21
S405,22,11,26295,26321,,礼士路,T21
S405,22,10,26441,26471,,木樨地,T21
S405,22,9,26571,26621,,军博,T21
S405,22,8,26721,26762,,公主坟,T21
S405,22,7,26872,26907,,万寿路,T21
S405,22,6,27042,27077,,五棵松,T21
S405,22,5,27217,27247,,玉泉路,T21
S405,22,4,27367,27397,,八宝山,T21
S405,22,3,27547,27577,,八角村,T21
S405,22,2,27727,27757,,古城,T21
S405,22,1,27957,27957,,苹果园,T21
S405,24,23,24930,24930,,四惠东,T21
S405,24,22,25070,25100,,四惠,T21
S405,24,21,25243,25288,,大望路,T21
S405,24,20,25408,25453,,国贸,T21
S405,24,19,25538,25568,,永安里,T21
S405,24,18,25688,25733,,建国门,T21
S405,24,17,25843,25888,,东单,T21
S405,24,16,25973,26003,,王府井,T21
S405,24,15,26093,26119,,天东,T21
S405,24,14,26209,26235,,天西,T21
S405,24,13,26340,26385,,西单,T21
S405,24,12,26505,26555,,复兴门,T21
S405,24,11,26615,26641,,礼士路,T21
S405,24,10,26761,26791,,木樨地,T21
S405,24,9,26891,26941,,军博,T21
S405,24,8,27041,27082,,公主坟,T21
S405,24,7,27192,27227,,万寿路,T21
S405,24,6,27362,27397,,五棵松,T21
S405,24,5,27537,27567,,玉泉路,T21
S405,24,4,27687,27717,,八宝山,T21
S405,24,3,27867,27897,,八角村,T21
S405,24,2,28047,28077,,古城,T21
S405,24,1,28277,28277,,苹果园,T21
S405,22,23,25250,25250,,四惠东,T21
S405,22,22,25390,25420,,四惠,T21
S405,22,21,25563,25608,,大望路,T21
S405,22,20,25728,25773,,国贸,T21
S405,22,19,25858,25888,,永安里,T21
S405,22,18,26008,26053,,建国门,T21
S405,22,17,26163,26208,,东单,T21
S405,22,16,26293,26323,,王府井,T21
S405,22,15,26413,26439,,天东,T21
S405,22,14,26529,26555,,天西,T21
S405,22,13,26660,26705,,西单,T21
S405,22,12,26825,26875,,复兴门,T21
S405,22,11,26935,26961,,礼士路,T21
S405,22,10,27081,27111,,木樨地,T21
S405,22,9,27211,27261,,军博,T21
S405,22,8,27361,27402,,公主坟,T21
S405,22,7,27512,27547,,万寿路,T21
S405,22,6,27682,27717,,五棵松,T21
S405,22,5,27857,27887,,玉泉路,T21
S405,22,4,28007,28037,,八宝山,T21
S405,22,3,28187,28217,,八角村,T21
S405,22,2,28367,28397,,古城,T21
S405,22,1,28597,28597,,苹果园,T21
S405,24,23,25570,25570,,四惠东,T21
S405,24,22,25710,25740,,四惠,T21
S405,24,21,25883,25928,,大望路,T21
S405,24,20,26048,26093,,国贸,T21
S405,24,19,26178,26208,,永安里,T21
S405,24,18,26328,26373,,建国门,T21
S405,24,17,26483,26528,,东单,T21
S405,24,16,26613,26643,,王府井,T21
S405,24,15,26733,26759,,天东,T21
S405,24,14,26849,26875,,天西,T21
S405,24,13,26980,27025,,西单,T21
S405,24,12,27145,27195,,复兴门,T21
S405,24,11,27255,27281,,礼士路,T21
S405,24,10,27401,27431,,木樨地,T21
S405,24,9,27531,27581,,军博,T21
S405,24,8,27681,27722,,公主坟,T21
S405,24,7,27832,27867,,万寿路,T21
S405,24,6,28002,28037,,五棵松,T21
S405,24,5,28177,28207,,玉泉路,T21
S405,24,4,28327,28357,,八宝山,T21
S405,24,3,28507,28537,,八角村,T21
S405,24,2,28687,28717,,古城,T21
S405,24,1,28917,28917,,苹果园,T21
S405,22,23,25890,25890,,四惠东,T21
S405,22,22,26030,26060,,四惠,T21
S405,22,21,26203,26248,,大望路,T21
S405,22,20,26368,26413,,国贸,T21
S405,22,19,26498,26528,,永安里,T21
S405,22,18,26648,26693,,建国门,T21
S405,22,17,26803,26848,,东单,T21
S405,22,16,26933,26963,,王府井,T21
S405,22,15,27053,27079,,天东,T21
S405,22,14,27169,27195,,天西,T21
S405,22,13,27300,27345,,西单,T21
S405,22,12,27465,27515,,复兴门,T21
S405,22,11,27575,27601,,礼士路,T21
S405,22,10,27721,27751,,木樨地,T21
S405,22,9,27851,27901,,军博,T21
S405,22,8,28001,28042,,公主坟,T21
S405,22,7,28152,28187,,万寿路,T21
S405,22,6,28322,28357,,五棵松,T21
S405,22,5,28497,28527,,玉泉路,T21
S405,22,4,28647,28677,,八宝山,T21
S405,22,3,28827,28857,,八角村,T21
S405,22,2,29007,29037,,古城,T21
S405,22,1,29237,29237,,苹果园,T21
S405,24,23,26210,26210,,四惠东,T21
S405,24,22,26350,26380,,四惠,T21
S405,24,21,26523,26568,,大望路,T21
S405,24,20,26688,26733,,国贸,T21
S405,24,19,26818,26848,,永安里,T21
S405,24,18,26968,27013,,建国门,T21
S405,24,17,27123,27168,,东单,T21
S405,24,16,27253,27283,,王府井,T21
S405,24,15,27373,27399,,天东,T21
S405,24,14,27489,27515,,天西,T21
S405,24,13,27620,27665,,西单,T21
S405,24,12,27785,27835,,复兴门,T21
S405,24,11,27895,27921,,礼士路,T21
S405,24,10,28041,28071,,木樨地,T21
S405,24,9,28171,28221,,军博,T21
S405,24,8,28321,28362,,公主坟,T21
S405,24,7,28472,28507,,万寿路,T21
S405,24,6,28642,28677,,五棵松,T21
S405,24,5,28817,28847,,玉泉路,T21
S405,24,4,28967,28997,,八宝山,T21
S405,24,3,29147,29177,,八角村,T21
S405,24,2,29327,29357,,古城,T21
S405,24,1,29557,29557,,苹果园,T21
S405,22,23,26530,26530,,四惠东,T21
S405,22,22,26670,26700,,四惠,T21
S405,22,21,26843,26888,,大望路,T21
S405,22,20,27008,27053,,国贸,T21
S405,22,19,27138,27168,,永安里,T21
S405,22,18,27288,27333,,建国门,T21
S405,22,17,27443,27488,,东单,T21
S405,22,16,27573,27603,,王府井,T21
S405,22,15,27693,27719,,天东,T21
S405,22,14,27809,27835,,天西,T21
S405,22,13,27940,27985,,西单,T21
S405,22,12,28105,28155,,复兴门,T21
S405,22,11,28215,28241,,礼士路,T21
S405,22,10,28361,28391,,木樨地,T21
S405,22,9,28491,28541,,军博,T21
S405,22,8,28641,28682,,公主坟,T21
S405,22,7,28792,28827,,万寿路,T21
S405,22,6,28962,28997,,五棵松,T21
S405,22,5,29137,29167,,玉泉路,T21
S405,22,4,29287,29317,,八宝山,T21
S405,22,3,29467,29497,,八角村,T21
S405,22,2,29647,29677,,古城,T21
S405,22,1,29877,29877,,苹果园,T21
S405,24,23,26850,26850,,四惠东,T21
